formula,target
Cu1In1O2,0.333675
Co1O3Sr2,1.578648
C2Hg1N2S2,2.376041
C7Y4,0.600714
Ba3Ni1O9Sb2,2.374238
Au1O8Rb1S2,1.849617
Re1S1Te1,0.081314
Cs2S9Ti2,1.044322
Ir1N2,0.464463
Hg2Mo2O7,1.693567
Cs3F6Tl1,3.262194
As2Ba1H2O9Zn2,3.439863
Cd1K2Sb2Sr1,0.290432
C1N1Se1,2.248803
C8Cu1N6,0.758863
B1Li1S3Sr1,2.386337
Cl6Pt1S2,1.824328
Ba1K1Mn1O4,1.742676
Ru1S2,0.578873
As3Cs5Ge1,0.536031
Cu1O6Te1Tl4,1.316417
O6Rb6Tl2,1.318663
F2H2N2O3Sn1,1.777104
Cr1Cs1F4,2.351343
Cr1Na1Se2,0.407413
Cl7O1S1Ta1,2.793018
Ga2Hg1Te4,0.636738
Na1Se2V1,0.1790950000000002
Pt2S3Tl1,0.870655
Ag3Li1O2,0.782787
C1F3I1,3.646943
D7La1Mg2,2.673939
Bi1Se2Tl1,0.177484
O7Te3Tl2,2.738385
Al1F6Pd1Rb1,0.698308
Bi3F6N1,2.791641
Na6O4Zn1,2.002129
Cl6S8W1,0.477598
C4Li2O4,2.217455
Au1Br3,0.841263
Ag1Fe1O6Se2,1.684858
Mg1O4Rh2,1.261629
B1I3,2.569204
K3Na1O9Re2,1.788455
Cr1I6Tl4,1.047201
Cl1Lu1O4W1,3.402168
Cu1Hf1K1S3,0.911896
K2Pt1S2,1.213434
Br1O4Tl1,2.828213
Ba2Fe3O8Y1,1.158213
As4Si2Sr3,0.8862419999999998
Cl2Hg2,2.583301
Ca1Nb2O4,1.292003
Cl1F1O7Pb2Se2Ti1,2.169131
Ge2Li1N3,2.617353
Ba1F2,7.007509
Al1Be1La3S7,2.189291
I3Rb1,1.783612
Cu1O8W2Y1,1.408119
As1K3Se11Ta2,1.156948
Ca1Fe1O2,2.244642
As1Na3S3,2.529313
As1Au1Na2,0.337725
O1Sr1,3.280869
Sc1Te2Tl1,0.0
I2O6Pd1,1.10312
O8S4Sn2,2.320107
I7Ta3,0.87917
B1K3O13Sb4,1.885484
Cl3K1Mn1,4.037895
B1P1S4,2.098655
Fe1H5N1O10P3,2.371369
I22Mo6Nb4O1,0.178284
Br2Sr1,4.315794
Cl9Cu1Nb3Rb1,1.076993
Co1K2O2,2.185826
Ag2Ge1K2Se4,1.033186
H6La1O6P3,4.871378
Li4P2Sr1,0.982237
Ca1F6Li1Ni1,2.777604
Ag1Cs2I3,2.65807
Ba1F1Mn1Sb1,1.097886
H6Li2O6Sn1,1.456252
Au1Rb1Se1,1.724271
C2N2,4.658977
I6In1O18Rb3,2.863908
Ge1Mg1P2,1.472457
Cu1La1O8W2,1.704265
Al1As2K2Na1,1.066456
Cl6Fe1Hf1,3.057132
Ba2Cu1Ge2O7,1.458238
Ag2In2Se6Si1,0.436412
Br3Cs1Cu2,2.224439
F7Re1,1.877359
H8K1N3,2.344604
C1H3Hg1O3S1,2.867233
Cr1F6Mg1,1.416396
Al1Ce1O3,2.691336
Cl3Cu1Rb2,2.725722
Ca2Fe2O5,2.036196
Cl1Se2Tl5,0.357758
Ca4N4Si1,1.4483290000000002
F4Si1,7.701086
Br4Cs2Hg1,2.385545
As1B1Ba3O3,1.442249
As1Cd1K1,0.140021
Cu1F2O3W1,1.998522
Cr2Fe1K1O8,1.65425
Cu1O2Rb1,1.221008
Mo5O8Sn1,0.0
Ag2F1O3P1,1.104789
Au1F16H4Sb2,0.893057
Ag2Mo3O16Te3,1.772596
Cr1F6Rb1,1.313762
K3S4Ta1,2.755401
Na4O4Sn1,2.112099
H2O5V2,1.179074
O6P1Pb1V1,2.392464
Ba1H1I1,2.728665
Cs2D4Pd1,2.95665
Cu1F1H6N3,0.384115
Co2H3Mo2Na1O10,0.0860989999999999
H8K2O15P4Zn1,0.6263810000000001
Ba2Mn2O1Sb2,0.840396
Be1Cr2O4,2.3982170000000003
Cl4F5N1Te1W1,2.064247
Ag1C1N3O2,2.212373
Ga2Ge1Li2S6,2.490097
Br3Cr1,1.654706
Cs1Ge1I3,0.933977
Mn3O4,1.242012
K2Na3O4Tl1,1.256926
F6Xe2,2.521176
In1P3Sr3,0.855751
Ge1Li2Zn1,0.040132
Br4C4Fe1H12P1,1.94878
Au1Co1Na4O5,1.877402
Ba1C2,1.561534
Mn3O6Te1,1.221933
Cl2Hg5O4,0.174592
Cs1F6O18S6Sb1,2.631889
Cs2S5,1.737824
Cl4Cs1O2Re1,1.463383
Ba3P4Sn2,0.7747700000000002
B1C3.33N1,0.246175
Cl1Na1O2,2.396447
Bi4Br2O9Te2,1.031927
Cl7Nb3O5Rb2,2.319014
Ba1Co1F6Li1,2.336743
Br7Re3Te7,1.196072
As2Se3,0.599414
Ir1Sb1Se1,1.156101
I4In1Li1,2.246342
C4Co1Hg1N4Se4,1.893239
Hg1Te1,0.0
B6Co4O13,2.991987
F4O1Tc1,1.107339
Ba1O7Te2Zn1,1.971724
Li2Mg1Si1,0.179529
Ge1O3Sr1,0.0
B4C1,1.508752
As2Ca3H1Li1,1.429929
B0.667N0.667,4.294329
Hg1Na2O2,1.659223
Cl6Sn1Tl2,2.395911
As1Hg4I5,0.943776
Cr1Li1O7P2,2.483236
Cs1Fe1I4,0.9550260000000002
Co1Sb3,0.151618
Br6Pb4Se1,1.841617
Bi12O20Ti1,2.280804
Bi1Mn1O5P1,3.181051
La2O7Sn2,2.68112
Ba1Mn2O14Si4Sr2,1.585319
Pt3S8Ta2,0.597839
Ge1Na4O4,2.811405
Cl6H16N5O3Rh1,1.825093
Ag1Bi1O8W2,2.514819
Cu1Na1Te3Zr1,0.0
Cu1Ga1I4,2.076887
Au1Rb1S1,1.944396
P1Pb1S4Tl1,1.909214
Au1C2K1,1.924609
Os1P1Se1,0.532149
Mg1Te2,1.091626
Ag4O4Si1,0.689469
Be1Na2O2,2.90516
Ba1Cu2Te2,0.8194119999999998
As1Hg1S3Tl1,0.124343
Cr2Hg6O9,1.829472
La4N2Se3,1.643253
C6Cu1Fe1K2N6,1.418977
Cl1Cu1La1Nb2O7,0.141227
Ag1Ba2In1S4,1.6843169999999996
Bi2Ca1O9Ta2,2.853332
C2H5K1N3O4P1S1,3.734139
In1Na1Se2,1.035742
Ni1O8Re2,3.839635
Al2Na7Sb5,0.240945
Cl8O2Se4Te3W2,0.441944
Na5Nb1O5,2.801517
Cu1O2Y1,2.894446
Au1I4K1O12,2.273269
F3Mn1Na1,3.924062
Cr1O6Sr2Ta1,2.724384
K1O12Sb3Zn4,1.963776
As2Ca1Ga2,0.0
Ca1P3,0.023344
Hg2Nb2O7,0.548458
F1La1S1,1.407503
As3Ca1,0.0
F4Ti1,3.908001
As1Cl1Hg3O4,2.058358
P5Tl1,1.130318
Be1Cr1S7Y3,1.061639
Be1Bi1La3S7,1.782787
Ba3Ni1O9Ru2,0.493408
Ge2Rb2Se5,1.485595
Cr1La2O6,1.996828
K3O8V2Y1,3.399586
Cl4Co1Na2,2.780673
O5Ta2,0.220447
Mn2O4Se1Sr2,1.172812
Mo1Na2O12Te4,2.242418
Hg1O2Rb2,2.059236
Au2Cs2S4Sn1,1.958539
B1F1N2Sr2,2.60323
Ba1Ni1O2,0.479422
C3O3Ru1Se1,2.206183
Ba2Cl1P7,1.471524
K1O12Se2V3,2.365473
Cl1O3,1.287787
Fe1O2Tl1,0.7406000000000001
C4Cl6H4N2Te1,0.451066
Cu2S4Sn1Tl2,0.489321
Au1I1Te1,1.001674
Al1As3Cl4S5,2.321321
Be1K2O2,2.869532
Ge2Na6S7,2.44751
C4Na2O8Sn1,2.605087
Li3Sb1,0.701154
Cu8Se6Si1,0.540784
Cu1Mg2O8V2,1.5858910000000002
Li2N8O1Si4Sr4,2.60763
Pb1S1,0.0640909999999994
Ag1B3O5,2.222712
Ge1S8V4,0.235734
Cr3O8P2,2.113904
Ca3Mn2O7,0.234652
K1N1O3,2.957455
Ba1O7Si2V1,2.541638
I1Se2Tl5,0.723948
F5O1Pb1V1,2.45941
Ba2D6Mg1,2.827788
Fe1Li1Mo2O8,2.467253
Cl12Os1Te2,0.0
O6Sn3W1,1.901624
In1Na3O4Rb2,1.905893
O3Pb1Zr1,2.311379
Nb6O16Sr1,1.625657
As2Ge1Mg1,0.525745
Al2As4Sr3,1.1433990000000005
Co1Cu2Ge1S4,0.505896
Co1Sb1Ti1,0.948288
Cl3Cs1Ge1,1.997233
O9Rb6Te2,0.799894
Ge1I4,1.922803
As2O6Pb1,2.086387
Br1Hf1N1,1.898127
As1K1S5Sn1,1.720483
Cu1H1,0.8087660000000003
As1Na1O3,2.851055
Ag1K2S4Ta1,2.46838
Ag1Cs2Nb1S4,2.218596
Rb2S2,1.688122
Cu1Na1Se1,0.452894
Ba2Br1N1,1.084781
Fe1Na3O3,2.38308
N2Na1Nb1,0.796541
Cu2Hg1Sn1Te4,0.0
Sb1V1,0.373468
Ba1Mn2O3,0.2764839999999999
Hg1O1,1.297918
Cs1O5P1V1,2.841906
Cu1O6Pt1Sr3,0.831645
H8Mo1N2O2S2,2.059944
As1Cl5,1.313155
Al1F6Li1Pd1,1.055062
P2Sr1Zn2,0.866589
F4O1Os1,0.62603
Br3Fe1,1.419236
Ca1O4Tl2,0.02259
Li6O6Te1,2.923809
K2S3Te1,0.584433
P1Sc1,1.617877
Ba1Mg1O7Te2,1.903238
Br1Hg1I1,2.299373
H1Rb1,2.877842
As2S6Sn1Tl2,0.944238
H6N2Se4Zn1,0.4734500000000001
C3H1K1N6,2.991708
Ge1Na3Se3,1.835237
Cl8Ga2Ni1,3.203275
Mn1Se1,0.827859
Cl6Te1Tl2,2.542545
Cu1O4Re1,1.913656
Cs2Mn3Te4,1.422588
Cl9Cs3Fe2,1.448144
F14Sb2Xe1,1.972353
Cu2F7K3,1.173682
Ba1Bi1Na1,0.048536
Mn1N2Si1,2.676685
O7Pt2Tl2,0.661181
Bi1Cu1O8W2,1.408059
Bi1O4Ta1,2.936913
Cl11Hg5Tl1,2.688522
K2Mn1Se4Sn1,1.262628
Br1O4W1Y1,2.499398
Cs2K2O5Te1,2.021483
Cl7Rh1Te7,1.382342
Cl4N4S4Te1,1.8878
Br2Cl2Cu1Rb2,0.924798
Cs1F6Ru1,1.187596
F2Fe2O1S2Sr2,2.604322
Ga1K1Te2,1.254641
H4K2Mn3O12P4,4.490223
F6Pd1Zn1,1.651394
Cl9K2Nb3,1.079035
Ag1In1P2Se6,0.538007
Mn2S4Sn1,0.297718
I1Ta1Te4,0.272512
B2Ba2Cd1O6,3.079032
P2Si1Zn1,1.312818
Cl7Ga3,3.722443
C6Cr1Cs2N6Na1,3.944959
As6Ca5Ga2,0.098536
Ba4O6Pt1,1.850031
I4Nb4O1Te9,0.182197
Mg1Mo1N2,0.765575
K2P2Pd1,0.975912
K2Te2,0.256741
K3S4Sb1,2.119148
As2Ca2Cd1,0.8609260000000001
Co1O2Rb3,1.321797
Ba1Fe1K1O3,3.003083
As1Fe1Te1,0.6406790000000004
As2B1Cs3,1.534607
Ga9O2S13Tl3,2.307468
Bi2O10Te2W1,2.845804
Al1Rb6Sb3,0.257908
Cs1P1S3,1.912806
D2Ga1Rb1,1.417726
Os1Sb1Se1,1.074203999999999
As1Ru1Te1,0.848806
C1O6P1Sn2,2.177832
Ag2Cl1N1O3,1.682294
As2In1K2Li1,0.610286
Li6N4W1,3.113541
Br2Hg1K2N2O12,1.953443
C4Fe1Y2,0.0
Pt5S6Tl2,0.948705
O4Pd1Se1,1.258374
Cu1Ge1La3Se7,1.243111
In1Rb1Te2,0.976998
Ca2O6Sb1Sc1,0.596544
Cs1S3Sn1,1.656552
Br3Mo1,0.874668
As2Ba1,0.365428
Mn2O4Ti1,1.75035
Mn3Na2O7,1.35669
K1Nb1S2,0.776863
Ag1As1Hg2O4,0.726702
As3Co1,0.0
Li1O13V6,0.208997
C4N4Ni1Tl2,2.774573
Cs1Se3Te1,0.528577
Br2Cs1Se4Tc3,1.064603
Ba5N6Ti2,1.497097
Cl3La1,4.499093
Na1O4V2,1.347573
Cu1Na1S3Ti1,0.104989
Au1La2O1P2,0.0
As1Cl2Hg2,1.237938
S3Si1Tl2,2.023503
O7P2Pt1,1.610063
C2N2Pb1S2,2.614072
Co1O14S2Te2Y2,2.897879
Cr1H8N2O4,2.96231
Ag3Rb1Se2,0.032727
Ca2Fe1O6Sb1,1.798301
Ca2O4Pb1,1.476592
Al2Ca5Sb6,0.135669
Bi2Mg1O6,0.024913
Ag1Cl3Cs1,0.0
I4Sn1,1.610331
Cu3Rb1S2,0.743548
O,1.171963
Mn3O14P2Pb3Te1,2.515587
Cu2Rb1Ta1Te4,1.270235
Cl3P1,3.906569
S2Sc1Tl1,0.926742
Pb1S4Tl2Zr1,0.911869
H6N8Pd1,1.053723
Br7Ga1Se1,2.232653
C2N2Se3,1.917448
Na2O2,1.741918
Ba1O6Pd1Se2,1.694618
I2Pt1,0.649482
Cl2I1K1,2.351361
Cs1O8Sb1V2,2.653998
H3Hg1I1O6,0.864339
Br9Nb2S4Tl5,1.654791
Cd1Cl3Cs1,1.70926
Al1Ge1Li1,0.047251
B1C3K2N3,2.454922
Cr1Hg5O6,0.709428
Mn1Rb1Sb1,1.025131
Cs2H6O12Sn1,2.527767
F6Rb2Tc1,1.828984
Cs3O4Sb1,2.789459
Bi3Br1O4,0.891973
Mn1O4Sr2,0.6255949999999997
Ba1Cu3O4,0.5529670000000002
Br2Pd1Se6,0.91143
B3Ba1Li1S6,2.7934
C4H2N4O2Pt1Rb2,1.465443
Pb4Se4,0.796785
Be1H2,5.308808
Ag2C2O4,2.138669
Ba1Cu2O2,1.871042
F7K2Mn2Rb1,3.912041
Ba2Ca1Mo1O6,1.902688
Cd3K2Te4,1.461383
Ca3Li4N6Si2,2.31018
Cl9K3W2,1.431267
In1O3Rh1,0.227235
F1I1Pb1,1.505666
Ba1Te4Y2,0.8152500000000003
I1Na1O6Sr2,2.604495
Br4O1W1,1.013702
Ba1Cd2P2,0.673759
Cu1La1Se2,1.1050379999999995
Ga1La1O1S2,2.008808
Au1O1Rb1,1.425462
C4O2Se1,1.333029
Ce1Lu1S3,0.6524320000000001
Cs2Mn1S6Te2,1.8458
Br2S7Te1,2.08415
As2Cd3,0.0
Mn1Ni1O6Sc2,1.767493
Al2Ca3Ge3,0.0
Cu1Na1O1,0.0
Br9K2Nb3,1.0825010000000002
Be2Mg1P2,0.677056
Ga2Hg1S4,1.586146
F1Rb1,6.542119
Cu3K3P2,1.51249
C1H3K1N1,3.8809
F3La1,6.218436
Ba3Cr2Mo1O9,1.608854
K2Se5,0.656328
Mn2Se4Sn1,0.531561
N4O12Pd1Rb2,2.02574
Cu1In1S2,0.496636
B2H8Mn1,4.433354
K1S4Si1Y1,2.729767
Cu3Mo2O9,1.237044
Br1Cr1O1,0.0
La1Li3P2,0.5958559999999995
Ba4Ga2S7,2.550512
C4Cl2K2N4Pt1,2.578947
Li1Na1Te1,2.285351
Al5Na1O12Ti2,2.53627
Au1C1N1,1.616293
Fe1H2K1O6P2,1.966547
Cl4Cu1Ga1,2.493529
Ge2Hg3K2S8,1.437043
Au1Cl7Te1,1.413294
Hg1K6Se4,1.357568
Be2C1,1.15395
O6Pb2Sc1Ta1,2.590012
Ba2Cd1Te3,1.3680070000000004
I1N1Zr1,0.7521
As2Cd2O7,1.565907
Ca2O10Rb1Ta3,2.143795
Ag1Cs2S4V1,1.58958
Na1O6Sb1Sr3,2.974325
Bi2Pb2Se5,0.622552
O3Sn1Zn1,1.760473
I4Nb1,0.462282
Cs1Fe1O2,3.432731
Cu1Na1O2,0.725639
Bi5Cs3Cu2S10,0.69167
Cl8O9Re4,0.999937
Al1Br3,4.029907
Cu1H6N1O5P1,1.051022
Cs1I1,3.871615
As2Ba1Cu2O8,1.803045
Cl6Ga1N1Se2,1.562761
Co1F6Rb2,1.24209
Ce1Cs1Cu1S3,1.1879239999999998
K1Li1Te1,2.414272
Pb3S12Sn3Y2,0.7022109999999993
Br5Hg6S4Tl1,1.796921
Cu4O3,0.396045
Cs2Te1,1.770827
Bi1Cl1O2Pb1,2.037957
Cl4Cr1Cs2,0.259208
F4H8Mn1N2O2,4.785842
Ag2O1,0.0
D7Mg3Mn1,1.738073
Br9Os2Rb3,0.498896
F4Se1,4.107037
F6K1Os1,1.319737
Bi2O7Sn2,2.708654
Br1Hg3I1Te2,1.499544
Cu1F2,2.350182
As3Cd2I1,0.751734
Br5Cs3Fe1,2.655859
Hf1La2S5,1.076287
Ag2Cr2O7,1.298976
Ba1Ca1Ge1,0.2272
Ca1F2,7.323753
S2Tl2,0.307355
Br2O3,1.851882
Cl8Na2Ti3,0.432741
Fe1Rb1Se2,1.141452
K4Na2O6Te1,2.206523
Mg2Mo3O8,1.703241
Co1Na6S4,2.011577
Na3O5Re1,2.423905
Ir1P2,0.659073
Ba2Bi2O2Se3,1.2758660000000002
Ag1O3Sb1,0.062953
Ag1C2Li1,1.308579
Ag1Cs1O1,1.461365
H2O8P2Sr1,2.972154
Cs1Mo2O13P3,0.755061
Cl1Cr1Cs1O3,2.774145
Cl12Mo6,0.114593
Cs4Sn2Te7,1.145886
Ba1Cu1Lu2O5,0.854544
Fe2Na3O12P3,2.333311
Ba3Br1Fe1S4,1.242863
Lu1S2Tl1,1.217431
Os1P1S1,0.93141
Cu1Pb1S3Sb1,0.948327
F4K1Tl1,2.309528
Ba1Mo1O4,0.0
Fe4Ni3O24P6,2.050198
H2O4Pb3,2.758194
Ge1N2Sr2,0.060023
B4Cr1Y1,0.1630919999999998
Cd3Cs2Te4,1.550506
Al1N1,4.575896
O2Pb1Pd1,0.0
D4Mg2Ru1,0.906399
As2S3,1.771451
H6K1O9Se1V1,2.718845
Br1I1Pb1,2.453012
Cs2F6Pt1,2.818408
Lu2Mg1Se4,1.389553
S4Si1Tl4,1.875214
Cl6Cs3H8O4V1,2.245308
Ag1Hg1O4V1,1.198883
Ag1Lu1O2,2.11758
Bi1Li3O4,1.069833
La2O9W2,2.859113
Cs1In1Te2,1.341101
Cu2O4P1,0.087474
As1H1O5Sr1Zn1,3.22124
C1Cl1La2N3,1.870716
F2Ga1H5N2,2.567284
Cr1F5Mn1,2.059232
Bi2Br1O4Y1,1.33773
Au1C1Cl3S2,1.936776
Se1Sr1,2.199261
Ir1Sb2,0.492569
Ge1Se2,1.434609
B3O9Rb1Zn4,3.48062
Cl1Cu2H3O3,1.222819
P1S4Tl3,1.997952
Ge1K1La1Se4,1.406279
Ga1In1O7Zn4,1.650801
Cl1Cu1Hg1S1,0.988736
Cd1O6Sr2W1,2.907884
K3Na1Se8Sn3,1.421468
Cs2Ni1P2,1.0659479999999997
F7Sn1Tl1,1.558811
Cs3I9Y2,2.69769
Br2O1S1,2.596242
O13Te5Y2,3.006424
As3Sr1,0.0
K2Ni1O2,2.79391
Lu1O8P2Rb3,4.649295
Cl2O4Sr1,2.443814
Ge1I2La2,0.4118400000000006
Cs1N2Nb1,1.538697
Ga5H1O8,1.947289
Mn5O16Pb3V2,0.578107
Cl1Fe1Mo1O4,1.77977
O4Pb3,1.084043
As1K1Ni1O4,2.901351
P1Pb1Rb1S4,2.425913
H6O6Sr2Zn1,3.030103
Br10Ni1Y6,0.2889679999999996
Cl10Nb1P1,2.247366
Br1Lu1S1,2.77027
Fe1O5Ti2,1.162689
Bi1Ga1O3,1.824926
Ge2Na1O12P3,3.719988
Br3Hg3Sb2Tl1,0.640172
Cl8Pt1S2,1.897759
I4Zr1,1.77395
La2Mn1Ni1O6,1.570561
Al1Na3Te3,2.108717
Hg2I1O1,0.848851
Br1C2Cs1N2Ni1,2.726149
K1Se4Sn2,1.148814
Ca1Cu3Mn4O12,0.0
Cu2Sn1Te4Zn1,0.0
Ba1Co4O7Y1,0.871771
In1K1O6Te2,2.812288
H1N3O1Zn1,3.236753
Na2O3Ru1,0.0
Se2Tl2,0.0
I3Mn3O9Sb5,2.3988
As1Cu1Pb1S3,1.044544
Cu2H14O18S2Zn3,0.031614
I4Tl2Zn1,2.921883
As2Cd1Sr2,0.525407
Ge1Pt1Se1,0.318654
F4Na2Pd1,1.277984
Cs2O13P4Ti1,2.564887
Ca2O8Pt3,1.065938
S3Ta1Tl1,0.458639
Hf1N1O3Ta1,1.837197
Ag1Na3S2,2.269988
H4Mn1Na2O10S2,4.437306
Au1I1,0.644085
C3F3Na2O6Sn2,2.511026
Br1Hg2N1,0.746155
Cd1Cu2Si1Te4,0.486282
Ag1Bi1Cl6Cs2,1.812356
Cs3Ni1O2,1.3991800000000003
Ce2Cl2O11Te4,1.7838190000000005
Ca6Mn1N5,0.976555
I1O7V1Zn2,2.907194
B1Li1Mn1O3,2.635879
Hg2O4W1,1.591964
Re1Se2,1.168984
Ca1P1Pt1,0.0
Ba1P4Te2,1.122249
O14Ru3Sn15,1.4224110000000003
N2O3,0.0
Cs1Na3O4Pb1,1.472702
B1Li1Si2,1.13541
Al2Hg1Te4,1.062955
Li1Te3,0.189503
Cu3K2O12Se4,1.492553
As1Mn1Na1O4,2.27726
Cu4Ge2Ni1S7,0.557169
Br2C1Se4,1.218821
C4Cd1Hg1N4S4,2.51436
Br7Nb3S1,0.738553
Mo2O12Y5,0.081779
Cr1Na1O6Si2,2.68463
Na2S2,1.212349
K1P2Te1,1.11413
Bi1K1Li6O6,1.491442
Mn1O24P6Ti4,2.297453
Ba1F7Fe1Mn1,2.074914
I2O15S4,2.309472
Al1Cl4Sb5Se5,1.202957
Hg3I2S2,1.308342
K1Li1Mn1O2,1.915044
Mg1O6Sb2,1.011968
Mn1Na6Te4,1.595764
As1Ba1Li1,0.5743109999999998
Ca1Na10Sn12,0.6509710000000002
Bi1F6Li1,2.52892
K2N6Ni1O12Pb1,1.7862769999999997
Co1O6Pb2W1,1.388866
Br11Cs1Nb4,0.2933120000000002
Na6S7Sn2,2.081965
Fe1Rb3S3,1.278161
Cu1K2O12P4,2.210088
Nb1Ru1Sb1,0.388741
Ga2S5Sn2,1.580073
Cu4S4Ti1,1.571461
Mg1Mo1O6Sr2,1.978189
Au1Cl5S1,1.788291
Ba3Br2Fe2O5,3.046681
Cu1In1Se2,0.090649
S5Sb3Tl1,1.40704
Cu1O4P1Rb1,1.146155
Co1O6Pt3,0.181879
Ca2Ge1S4,2.483492
O5Te1Tl1V1,2.439863
Cl12N1Nb1P2,2.414935
Co1Fe1La3S7,1.330856
Hg3S4Tl2,1.455138
Fe2K4O5,2.784794
Cl6K2Tc1,1.160631
B4Mo1Y1,0.2350519999999996
O4P1Rh1,1.102514
Mg2Na1O10V3,2.82302
H2O5Se1Zn1,2.923642
P2S6Sb1Tl1,2.114701
As2Si1,0.97287
Cs2I6Pd1,0.082859
O5Pb3Se1,2.441872
Bi2F1Nb1O5,2.319938
D1Fe1O2,1.957678
Ba1Ge2P2,0.4959649999999995
I1Se4Tc3,0.8958
Cs1Fe1O8S2,2.15189
F3K1Mn1,4.086348
Ag1K2S4V1,1.525048
As1F6I1Se6,1.461651
Co1Cu2Se4Sn1,0.0
Cu3Fe4La1O12,0.798558
Cl4K2Pt1,1.847223
Br2Cs1F7,2.547349
I1La3S8Si2,2.460448
Mo1O5Pb2,2.331322
Br1F6O2Sb1,2.116767
Hg1I6Tl4,1.144957
Ag1O5Te1V1,2.217346
Cl2Li5N1,2.09107
Nb2P1S10Tl1,1.284822
C1F9H2O3S1Sb1,4.877332
H2O3Sr1,3.297276
As2Ba1Cd1O7,2.569989
La2Se5Zr1,0.772915
Fe1H1O2,1.995181
F6Li2Mn1,2.775478
Co1Mo1O4,1.810179
Ca3P4Si2,0.847272
Mn1O6V2,1.349931
Ca1Fe2O4,1.769624
F6K3Mo1,1.640198
Bi1O3Sr1,0.219939
Na1O1Rb1,2.052749
Cl2Cu2O6Pb1Te2,1.230844
Ag1Ga1O2,0.210073
Ni1Se5Ta2,0.054228
Bi1Cd1I1Se2,1.25292
Li2Se3Te1,0.042467
Cd1Cu2Se4Sn1,0.0
Ba1Cu2Ge1Se4,0.679418
O7Sr3V2,0.9425020000000002
Ag1Cs5O9Si3,2.79909
La3O3Sb1,0.708525
Cl8O2Se2Sn1,2.740729
Al1Bi1Br6,2.569294
As1Au1K2S4,0.699347
C2H10Hg1O8S2,3.088802
Na1Nb1Se2,0.514456
F1O4Rb1S1,2.411377
Al1La3Mn1S7,2.195952
Mo1O4Pb1,2.22479
Cr2S3,0.18622
Ba1Be2N2,1.219448
Cu2Ge1Mn1S4,0.911766
Br2Fe2O5Sr3,2.2777780000000005
O7Sn2Y2,2.781953
Ba1Co1O2,1.529009
Li4O4Pb1,1.332704
La2Ni2O5,2.407498
Fe1K3Se3,1.416506
C1Cl2Sc2,0.8349499999999996
Cs1Sb1Se2,1.180355
Ag1Cl1,0.904581
Bi1Cl6Tl3,2.895947
Br2Cl2Cr1Cs1H18N6O8,3.719199
Na1Nb1S6,1.6632570000000002
Fe1La3O6S3W1,0.236474
Br1Cu1Hg1Se1,0.788792
Co2O3Rb2,1.56985
As2Ga1K2Na1,0.808349
Ag1F6Sb1,1.655065
S4Sr1Y2,1.811291
Cs1Cu1S4,1.886319
La2O6Ti1Zn1,2.892475
As6Ba1Pt4,0.2183530000000004
O6Rb1S1V1,1.7845
Cu1F4K2,2.334083
Al1F9H2O1Pb3,4.671893
F1I1O2,2.890136
Cl1N1S1,2.599317
Cr2H2Hg2O9,2.250649
Ga1I4Tl1,2.513702
Ga4Ge1O8,2.125042
F2O2Xe1,2.087698
Cs3S4Ta1,2.951734
H1Hg1N1O4,1.705441
Bi1Cu3I1O8Se2,0.717118
Ca2S4Si1,3.101568
Ba4In2S5Te2,1.956582
Ag1K3Se8Sn3,1.107226
F1H1,2.282505
As1Cu1O4Tl2,1.70902
Cs2Hg3Se4,1.166847
Fe3O4,0.0
Ba2O3Pd1,0.041664
H1K1Mn2O9P2,0.561091
K2Pt1Se2,0.900252
Al2Bi2Cl8Cu2S3,1.710372
O3Pb1Rb2,1.289731
In6O12Te1,0.915779
Ag1F1,0.0
C1H1K1N2O2,0.810046
C2Cu1K1,2.409372
Li2Se3Sn1,1.235817
O12Se2Tl1V3,2.384772
Ba3I2Si1,0.2383199999999998
Cs1Ga1Se3,1.633776
Ag1F4Na2,0.65297
P1Rh1Se1,1.149903
Br,1.302616
Ag1Br3Cs2,2.75736
Ni2O6Sb1Sc1,2.754049
Co1O10P2V2,1.364293
Bi2Ge1Te4,0.763741
Al2O3,0.0
Fe1H2O6P2Rb1,1.960703
As1Bi1O5Pb1,2.329929
Cd1Hg2O6S1,1.307829
Rb2Te5,0.261326
I3O13Tl1V2,1.737277
C4N4Pd1Zn1,4.160815
Ba1O6P1V1,2.470416
Br1Cu1N4S4,1.155234
Ba1Cu1Fe1O5Y1,0.0
Mn2P2Sr1,0.951958
Br5Cs1Hg2,1.903013
N2Na1Ta1,1.221931
O2Ti1,1.895032
Ge1Li2Pb1S4,2.242035
Al1B1Ba1F2O3,6.082204
Al1Ba2D7,2.8817640000000004
Al2Se4Zn1,1.587598
Cl12Re1Te2,0.8245889999999998
Al1Li1Si1,0.120209
Ba1Sb1Te3,0.4061890000000003
H1O5Rb5Si1,2.544349
Cs1Cu3Se4Ti1,1.438725
Hg1In1S3Tl1,1.401137
Co1In2Se4,0.711834
Cd4F6O1,1.87754
Bi1In1O3,2.281514
Cu1Rb2S4V1,1.599589
Cu3Sb4Y3,0.251089
Au2C6H6N4Sn1,2.301869
Cr1La1O3,2.595638
B1S3Tl3,1.087843
I6Pt2,0.266944
O3Pb1Ti1,1.535525
B2Cl4,2.79076
P2Sn1Zn1,0.918681
Au1Na5Se12,1.023023
Cl1In1K6Te4,2.029843
C1I5La3,0.2043889999999999
La1P2Se6Tl1,1.752318
